model,point_index,recall,precision,pr_auc
isolation_forest,0,1.0,0.49951969260326606,1.0
isolation_forest,1,1.0,0.5,1.0
isolation_forest,2,1.0,0.5009633911368016,1.0
isolation_forest,3,1.0,0.5024154589371981,1.0
isolation_forest,4,1.0,0.5033881897386253,1.0
isolation_forest,5,1.0,0.5048543689320388,1.0
isolation_forest,6,1.0,0.50682261208577,1.0
isolation_forest,7,1.0,0.5073170731707317,1.0
isolation_forest,8,1.0,0.5083088954056696,1.0
isolation_forest,9,1.0,0.5088062622309197,1.0
isolation_forest,10,1.0,0.5093046033300686,1.0
isolation_forest,11,1.0,0.5098039215686274,1.0
isolation_forest,12,1.0,0.5118110236220472,1.0
isolation_forest,13,1.0,0.5123152709359606,1.0
isolation_forest,14,1.0,0.5133267522211253,1.0
isolation_forest,15,1.0,0.5138339920948617,1.0
isolation_forest,16,1.0,0.5143422354104846,1.0
isolation_forest,17,1.0,0.5158730158730159,1.0
isolation_forest,18,1.0,0.5168986083499006,1.0
isolation_forest,19,1.0,0.5174129353233831,1.0
isolation_forest,20,1.0,0.5179282868525896,1.0
isolation_forest,21,1.0,0.518444666001994,1.0
isolation_forest,22,1.0,0.5189620758483033,1.0
isolation_forest,23,1.0,0.5210420841683366,1.0
isolation_forest,24,1.0,0.5215646940822467,1.0
isolation_forest,25,1.0,0.5220883534136547,1.0
isolation_forest,26,1.0,0.5231388329979879,1.0
isolation_forest,27,1.0,0.5241935483870968,1.0
isolation_forest,28,1.0,0.5247225025227044,1.0
isolation_forest,29,1.0,0.5252525252525253,1.0
isolation_forest,30,1.0,0.5263157894736842,1.0
isolation_forest,31,1.0,0.5273833671399595,1.0
isolation_forest,32,1.0,0.5289928789420142,1.0
isolation_forest,33,1.0,0.5300713557594292,1.0
isolation_forest,34,1.0,0.5306122448979592,1.0
isolation_forest,35,1.0,0.5316973415132924,1.0
isolation_forest,36,1.0,0.5322415557830092,1.0
isolation_forest,37,1.0,0.5327868852459017,1.0
isolation_forest,38,1.0,0.5333333333333333,1.0
isolation_forest,39,1.0,0.5338809034907598,1.0
isolation_forest,40,1.0,0.5344295991778006,1.0
isolation_forest,41,1.0,0.5349794238683128,1.0
isolation_forest,42,1.0,0.5366357069143447,1.0
isolation_forest,43,1.0,0.5371900826446281,1.0
isolation_forest,44,1.0,0.5383022774327122,1.0
isolation_forest,45,1.0,0.538860103626943,1.0
isolation_forest,46,1.0,0.5394190871369294,1.0
isolation_forest,47,1.0,0.5399792315680166,1.0
isolation_forest,48,1.0,0.5405405405405406,1.0
isolation_forest,49,1.0,0.5422314911366006,1.0
isolation_forest,50,1.0,0.5433646812957158,1.0
isolation_forest,51,1.0,0.5439330543933054,1.0
isolation_forest,52,1.0,0.5445026178010471,1.0
isolation_forest,53,1.0,0.5456453305351522,1.0
isolation_forest,54,1.0,0.5462184873949579,1.0
isolation_forest,55,1.0,0.5473684210526316,1.0
isolation_forest,56,1.0,0.547945205479452,1.0
isolation_forest,57,1.0,0.5485232067510548,1.0
isolation_forest,58,1.0,0.5496828752642706,1.0
isolation_forest,59,1.0,0.5502645502645502,1.0
isolation_forest,60,1.0,0.5514316012725344,1.0
isolation_forest,61,1.0,0.5520169851380042,1.0
isolation_forest,62,1.0,0.5526036131774708,1.0
isolation_forest,63,1.0,0.5531914893617021,1.0
isolation_forest,64,1.0,0.5537806176783813,1.0
isolation_forest,65,1.0,0.5543710021321961,1.0
isolation_forest,66,1.0,0.5549626467449307,1.0
isolation_forest,67,1.0,0.5555555555555556,1.0
isolation_forest,68,1.0,0.5561497326203209,1.0
isolation_forest,69,1.0,0.556745182012848,1.0
isolation_forest,70,1.0,0.5573419078242229,1.0
